onet_soc_code,soc_code,occupation_title,occupation_description,a_median,tot_emp,median_wage_percentile,employment_percentile,labor_market_opportunity_score,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,job_zone,education_expected_category,education_bachelors_or_higher_pct,essential_skill_active_learning_im,essential_skill_active_listening_im,essential_skill_critical_thinking_im,essential_skill_mathematics_im,essential_skill_reading_comprehension_im,essential_skill_science_im,essential_skill_speaking_im,essential_skill_writing_im,transferable_skill_complex_problem_solving_im,transferable_skill_coordination_im,transferable_skill_instructing_im,transferable_skill_judgment_and_decision_making_im,transferable_skill_management_of_financial_resources_im,transferable_skill_management_of_material_resources_im,transferable_skill_management_of_personnel_resources_im,transferable_skill_negotiation_im,transferable_skill_operation_and_control_im,transferable_skill_operations_analysis_im,transferable_skill_operations_monitoring_im,transferable_skill_persuasion_im,transferable_skill_programming_im,transferable_skill_quality_control_analysis_im,transferable_skill_repairing_im,transferable_skill_service_orientation_im,transferable_skill_social_perceptiveness_im,transferable_skill_systems_analysis_im,transferable_skill_systems_evaluation_im,transferable_skill_technology_design_im,transferable_skill_time_management_im,transferable_skill_troubleshooting_im
49-3093.00,49-3093,Tire Repairers and Changers,Repair and replace tires.,37710.0,108410.0,0.0679916317991631,0.644120707596254,0.3560561696977086,7.0,1.8,1.0,1.79,1.58,3.41,2.0,2.262573742625737,2.41,2.25,3.0,3.0,2.0,2.5,1.0,3.0,2.25,2.75,2.75,2.25,2.62,1.75,2.12,2.38,2.25,2.75,1.0,2.88,2.25,1.0,2.88,2.88,3.0,2.75,2.0,2.0,1.38,3.0,2.88
49-9011.00,49-9011,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",55720.0,27120.0,0.3692468619246862,0.3662851196670135,0.3677659907958499,6.87,1.78,1.0,1.46,1.0,3.96,2.0,1.9479,0.0,3.0,3.12,3.5,2.5,3.12,1.0,3.12,2.75,3.0,3.0,3.0,2.88,1.88,1.88,2.88,2.62,2.75,1.88,3.0,2.88,1.0,3.25,3.0,3.0,3.0,2.12,2.25,2.0,2.88,2.88
49-9012.00,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",74340.0,48240.0,0.5826359832635983,0.4859521331945889,0.5342940582290936,7.0,2.85,1.0,1.2,1.0,4.51,3.0,2.7383,1.44,2.88,3.12,3.38,2.12,3.0,1.75,3.12,3.0,3.0,3.0,2.25,3.12,1.88,1.75,2.0,2.12,3.0,1.62,3.12,2.0,1.62,3.12,3.25,2.5,2.88,2.25,2.12,1.88,2.75,3.12
49-9021.00,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.",61010.0,409670.0,0.4382845188284519,0.8740894901144641,0.656187004471458,6.96,2.82,1.04,1.47,1.2,4.29,3.0,2.662100000000001,0.0,3.12,3.25,3.5,2.5,3.38,1.75,3.12,2.88,3.25,3.0,2.88,3.12,1.75,2.25,2.88,2.38,3.0,1.62,3.62,2.75,1.62,3.25,3.38,2.88,3.0,3.0,3.0,1.75,2.88,3.5
49-9031.00,49-9031,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",50990.0,32150.0,0.3179916317991632,0.3995837669094693,0.3587876993543162,7.0,2.33,1.16,1.63,1.36,4.84,2.0,2.21957804219578,0.0,2.88,3.38,3.75,2.12,3.12,1.75,3.5,2.75,3.12,2.75,2.25,3.0,2.0,2.12,2.5,2.25,2.88,1.88,3.5,2.75,1.62,3.5,3.88,3.0,2.75,2.62,2.25,1.88,3.0,3.62
49-9041.00,49-9041,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.",64520.0,439640.0,0.4926778242677824,0.8959417273673257,0.694309775817554,7.0,3.01,1.01,1.0,1.17,4.33,3.0,2.883111688831117,0.0,3.12,3.12,3.62,2.38,2.88,1.75,3.0,2.75,3.12,3.0,2.62,3.12,1.62,1.75,2.62,1.88,4.0,1.88,4.0,2.12,1.75,3.75,4.0,2.25,2.75,2.88,2.88,2.0,3.0,4.0
49-9043.00,49-9043,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.",60850.0,60020.0,0.4372384937238494,0.5296566077003122,0.4834475507120808,7.0,2.04,1.0,1.0,1.2,4.25,3.0,2.748125187481252,2.59,2.75,3.0,3.0,2.0,3.0,1.75,2.88,2.38,2.88,3.0,2.25,3.0,1.75,1.88,2.12,2.12,3.62,1.88,3.75,2.12,1.75,3.12,3.75,2.12,2.62,2.12,2.0,1.88,3.0,3.75
49-9044.00,49-9044,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",65700.0,40330.0,0.5062761506276151,0.4547346514047867,0.4805054010162009,7.0,2.68,1.59,1.0,1.09,3.63,2.0,2.6364,0.0,2.75,3.12,3.62,2.62,3.0,1.75,3.0,2.75,3.12,3.0,2.88,3.12,2.0,2.0,2.62,2.88,3.38,1.88,3.62,2.88,1.75,3.25,3.62,3.0,3.0,2.75,2.62,1.88,3.25,3.75
49-9045.00,49-9045,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.",61290.0,1080.0,0.4403765690376569,0.0083246618106139,0.2243506154241354,7.0,2.2,1.31,1.02,1.0,3.55,2.0,2.3063,0.0,2.38,3.0,2.88,2.0,2.88,1.0,2.75,2.5,2.62,2.88,2.5,2.75,1.5,1.62,2.25,2.0,3.0,2.0,3.25,2.0,1.0,2.62,3.12,2.38,2.75,1.88,1.75,1.62,2.88,2.88
49-9051.00,49-9051,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,95320.0,131070.0,0.747907949790795,0.6784599375650364,0.7131839436779157,7.0,2.66,1.0,1.28,1.78,3.8,2.0,2.4316,2.81,3.0,3.38,3.12,2.0,3.0,1.75,2.88,2.5,3.12,3.12,2.5,3.12,1.5,1.62,2.88,2.0,3.25,1.88,3.25,2.62,1.25,3.12,3.12,2.62,2.75,3.12,2.88,1.88,3.0,3.38
49-9052.00,49-9052,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",74330.0,97720.0,0.5815899581589958,0.627471383975026,0.6045306710670109,6.48,2.49,1.0,1.58,2.01,4.17,2.0,2.2836000000000003,0.0,2.75,3.0,3.12,2.0,2.88,1.75,3.12,2.62,3.12,3.0,2.12,3.0,1.75,1.75,2.0,2.12,3.0,1.88,3.12,2.25,1.62,2.88,2.88,2.75,2.88,2.38,2.25,1.88,2.88,3.0
49-9061.00,49-9061,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",52720.0,1650.0,0.3430962343096234,0.0228928199791883,0.1829945271444059,6.93,2.66,1.93,1.19,1.0,4.83,3.0,2.89048904890489,7.08,3.0,3.12,3.5,2.38,3.12,2.12,3.0,2.62,3.12,2.25,1.62,3.12,2.0,2.25,2.0,2.0,2.12,1.88,3.0,2.12,1.75,3.38,3.75,2.38,2.75,2.12,2.12,2.12,3.12,3.88
49-9062.00,49-9062,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment.",61660.0,65990.0,0.4445606694560669,0.5494276795005203,0.4969941744782936,7.0,4.59,1.0,1.96,1.0,4.8,3.0,3.565956595659566,0.0,3.0,3.0,3.12,2.88,3.12,2.12,2.88,2.75,3.0,2.75,2.62,3.0,2.0,2.0,2.25,2.12,2.88,2.0,3.5,2.5,2.0,3.38,4.25,2.75,2.88,3.0,2.5,2.12,3.0,3.88
49-9063.00,49-9063,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.",46420.0,5380.0,0.2044979079497908,0.0842872008324661,0.1443925543911285,6.39,2.64,3.46,1.58,1.0,3.54,3.0,2.9547045295470458,9.09,2.75,3.0,3.62,2.0,3.0,1.62,3.0,2.75,3.12,2.38,2.38,3.12,2.0,2.25,1.88,2.12,2.88,1.88,2.88,2.38,1.25,3.88,3.75,3.12,2.88,2.75,2.88,1.88,3.0,3.75
49-9064.00,49-9064,Watch and Clock Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.",67230.0,1310.0,0.5230125523012552,0.0145681581685744,0.2687903552349148,6.54,1.98,1.34,1.41,1.13,4.44,3.0,3.323232323232323,1.68,2.25,3.0,3.12,2.0,2.88,1.75,3.0,2.25,2.88,2.25,2.0,3.0,2.12,2.25,2.0,2.25,2.75,2.0,3.12,2.12,1.0,3.0,3.88,2.75,2.75,2.0,2.12,1.88,2.38,3.0
49-9069.00,49-9069,"Precision Instrument and Equipment Repairers, All Other",All precision instrument and equipment repairers not listed separately.,68990.0,9400.0,0.5376569037656904,0.1446409989594172,0.3411489513625538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-9071.00,49-9071,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.",49590.0,1529700.0,0.2803347280334728,0.9791883454734652,0.629761536753469,7.0,2.53,1.2,1.75,1.53,4.17,3.0,2.921184236847369,1.52,3.12,3.0,3.25,2.38,3.0,1.88,3.0,2.88,3.12,3.0,2.38,3.0,2.12,2.25,2.38,2.38,3.12,2.12,3.12,2.25,1.38,3.12,3.88,2.38,2.75,2.5,2.25,2.12,3.0,3.75
49-9081.00,49-9081,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",64120.0,9980.0,0.4884937238493724,0.1519250780437044,0.3202094009465384,7.0,3.6,1.0,1.62,1.77,4.29,3.0,3.2317768223177685,0.0,3.12,3.12,3.5,2.12,3.25,2.0,3.12,2.88,3.25,3.0,3.0,3.12,1.62,2.25,2.62,2.12,3.12,1.62,4.0,2.0,1.62,3.25,4.0,2.25,2.75,3.12,3.12,1.75,3.0,4.0
49-9091.00,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",47450.0,26410.0,0.2259414225941422,0.3610822060353798,0.293511814314761,6.08,1.81,1.0,1.22,1.89,5.7,2.0,2.1001,0.0,2.62,2.88,2.88,2.0,2.88,1.62,2.88,2.62,2.88,2.62,1.88,2.88,1.88,2.0,2.0,1.88,3.0,1.5,3.0,2.0,1.38,3.0,3.5,2.88,2.62,2.88,2.75,1.0,2.88,3.25
49-9092.00,49-9092,Commercial Divers,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",72990.0,3450.0,0.5653765690376569,0.0556711758584807,0.3105238724480688,7.0,3.6,1.35,1.1,1.66,3.1,3.0,3.338033803380338,5.02,3.0,3.75,3.88,2.12,3.25,2.5,3.62,3.0,3.25,3.25,3.12,3.25,1.62,2.0,2.75,3.0,3.38,1.88,3.75,2.88,1.0,3.5,3.25,2.75,3.0,2.88,2.62,1.75,3.38,3.25
49-9094.00,49-9094,Locksmiths and Safe Repairers,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.",51320.0,15040.0,0.3232217573221757,0.2372528616024974,0.2802373094623365,6.09,2.11,1.0,1.57,1.42,5.0,2.0,2.6927,7.7,2.62,3.12,3.38,2.62,3.0,1.0,3.12,2.75,3.0,2.5,2.38,2.88,2.0,2.12,2.38,2.12,3.0,1.25,2.88,2.25,1.62,3.12,3.5,3.12,2.75,2.5,2.12,1.75,3.25,3.0
49-9095.00,49-9095,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.,45990.0,3020.0,0.1903765690376569,0.0426638917793964,0.1165202304085266,6.83,1.9,1.52,1.71,1.17,3.9,2.0,1.4201,0.0,3.38,3.38,3.75,2.62,3.12,1.62,3.38,2.62,3.38,3.5,3.25,3.5,2.25,2.62,3.38,3.12,3.75,2.25,3.62,3.0,1.0,3.75,3.12,3.12,3.0,2.75,2.62,2.0,3.38,3.25
49-9096.00,49-9096,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",62640.0,22530.0,0.4665271966527197,0.3267429760665973,0.3966350863596585,7.0,2.37,1.41,1.02,1.95,3.64,2.0,1.9481,0.0,2.62,3.12,3.12,1.62,3.12,1.38,3.0,2.38,3.0,3.12,2.12,3.0,1.38,1.38,2.5,2.12,3.25,2.12,3.12,2.25,1.0,2.88,2.75,2.38,2.75,2.12,2.12,1.5,3.0,2.88
49-9097.00,49-9097,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",92460.0,8720.0,0.733786610878661,0.1331945889698231,0.4334905999242421,6.49,2.64,1.0,1.19,1.01,4.46,3.0,2.2067,0.0,2.88,3.0,3.75,2.5,2.88,1.75,2.88,2.88,3.38,2.75,2.62,3.0,1.62,1.75,2.0,2.25,3.12,1.12,3.75,2.12,2.0,3.88,4.0,2.12,2.75,2.38,2.38,1.5,3.0,4.12
49-9098.00,49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.",39630.0,95580.0,0.0983263598326359,0.6212278876170656,0.3597771237248508,6.99,1.97,1.1,1.82,1.63,4.04,2.0,3.312962592518504,0.01,2.62,3.12,3.12,2.0,2.62,1.12,3.0,2.12,2.62,3.0,2.12,2.88,1.25,1.5,1.88,1.88,3.12,1.62,3.12,1.88,1.38,3.0,3.12,2.38,2.62,2.12,2.12,1.62,2.75,3.12
49-9099.00,49-9099,"Installation, Maintenance, and Repair Workers, All Other","All installation, maintenance, and repair workers not listed separately.",49230.0,176300.0,0.2740585774058577,0.7507804370447451,0.5124195072253014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-9099.01,49-9099,Geothermal Technicians,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",49230.0,176300.0,0.2740585774058577,0.7507804370447451,0.5124195072253014,6.38,3.44,1.0,1.68,1.78,4.99,2.0,2.4954,0.0,3.12,3.0,3.25,2.75,3.25,2.12,3.0,3.0,3.12,3.0,2.62,3.12,2.0,2.0,2.62,2.38,3.38,2.0,3.88,2.25,1.88,3.25,3.12,2.88,2.88,3.0,2.88,1.88,2.88,3.62
51-1011.00,51-1011,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",74450.0,673430.0,0.5836820083682008,0.9344432882414152,0.759062648304808,4.3,1.58,1.0,2.87,6.3,5.05,3.0,3.2121,12.82,3.12,3.88,3.75,2.38,3.5,1.5,3.88,3.12,3.12,3.75,3.0,3.62,2.25,2.12,3.88,3.0,2.75,2.88,3.12,3.0,1.25,3.0,2.25,3.0,3.75,3.12,3.0,2.0,3.88,2.25
51-2011.00,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.",65380.0,34020.0,0.50418410041841,0.4172736732570239,0.4607288868377169,7.0,2.66,1.74,1.0,1.37,3.82,2.0,3.0625,15.65,2.88,3.12,3.12,2.5,3.0,1.75,3.0,2.75,3.0,2.88,2.88,3.0,2.0,2.12,2.25,2.25,2.88,1.88,2.88,2.25,1.5,3.38,2.88,2.38,2.75,2.88,2.88,2.0,3.0,2.88
51-2021.00,51-2021,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.",48220.0,12840.0,0.2468619246861924,0.196149843912591,0.2215058842993917,6.54,2.28,1.0,1.12,1.4,4.17,2.0,2.401340134013401,0.0,2.25,3.0,2.88,1.75,2.88,1.0,2.88,2.12,2.38,2.88,2.0,2.75,1.5,1.5,1.88,1.75,3.0,1.5,3.12,1.88,1.0,2.12,1.38,1.88,2.62,2.0,1.88,1.75,2.38,2.0
51-2022.00,51-2022,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",,,,,,7.0,3.26,1.7,1.21,1.0,3.96,2.0,2.0604,0.0,2.62,3.0,3.0,2.12,3.25,1.88,2.88,2.88,2.62,3.0,2.5,3.12,1.5,1.75,2.25,2.12,2.88,1.62,3.12,2.12,1.25,2.88,2.25,2.25,2.62,2.38,2.25,1.75,2.88,2.5
51-2023.00,51-2023,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances.",,,,,,7.0,3.35,1.41,1.06,1.0,4.98,2.0,3.0687,0.58,2.38,2.88,3.0,2.0,3.0,2.0,3.0,2.5,2.5,2.38,1.88,2.88,1.62,1.75,1.88,1.88,2.62,1.75,3.25,1.88,1.5,3.25,2.75,2.0,2.5,2.12,2.12,1.88,2.88,3.0
51-2031.00,51-2031,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.",53710.0,34000.0,0.350418410041841,0.4162330905306972,0.3833257502862691,7.0,2.69,1.23,1.0,1.07,4.39,2.0,2.5437,7.2,2.38,3.0,3.0,2.0,3.12,1.88,3.0,2.25,2.88,2.75,2.12,2.62,1.62,2.0,2.12,2.12,2.88,1.75,3.38,2.25,1.75,3.12,2.88,2.25,2.88,2.38,2.12,1.88,2.88,2.88
51-2041.00,51-2041,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products.",51330.0,52360.0,0.3242677824267782,0.4994797086368366,0.4118737455318074,7.0,2.6,1.73,1.0,1.12,3.91,2.0,1.9189,0.0,2.25,3.0,3.0,2.12,3.0,1.75,3.0,2.25,2.12,2.38,2.25,2.38,1.38,1.38,2.12,2.0,2.38,1.88,2.88,2.12,1.0,2.25,1.88,2.12,2.62,1.62,1.62,1.62,2.62,2.12
51-2051.00,51-2051,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.",46880.0,16170.0,0.2154811715481171,0.250780437044745,0.2331308042964311,6.74,2.02,2.22,1.0,1.16,3.49,2.0,1.82018201820182,0.63,2.88,3.0,2.88,2.38,3.0,1.75,3.0,2.88,3.0,2.88,2.88,2.88,1.88,2.0,2.38,2.38,2.88,1.12,3.12,2.38,1.0,2.88,1.62,2.38,2.75,2.25,2.12,1.88,2.88,2.38
51-2061.00,51-2061,Timing Device Assemblers and Adjusters,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",62620.0,250.0,0.4654811715481171,0.0020811654526534,0.2337811685003853,6.74,2.12,1.19,1.0,1.14,4.61,2.0,2.3418999999999994,4.16,2.12,2.88,2.88,2.0,2.75,2.0,2.75,2.5,2.75,2.25,2.12,2.75,1.5,1.5,2.0,1.62,2.75,1.62,3.0,2.0,1.38,3.25,3.38,2.62,2.75,2.12,2.0,1.62,2.75,3.25
51-2092.00,51-2092,Team Assemblers,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.",,,,,,5.37,1.43,1.6,2.42,3.93,4.58,2.0,2.396860313968603,6.74,2.25,3.12,3.0,2.0,3.0,1.0,3.0,2.75,2.88,3.0,3.0,2.75,1.88,2.0,2.75,2.25,2.75,1.38,3.0,2.38,1.62,3.12,2.0,2.25,3.0,2.25,2.12,1.5,3.0,2.12
51-2099.00,51-2099,"Assemblers and Fabricators, All Other",All assemblers and fabricators not listed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-3011.00,51-3011,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods.",37160.0,236200.0,0.055439330543933,0.7939646201873048,0.4247019753656189,6.29,1.66,2.39,1.73,2.1,4.2,2.0,2.0203,0.0,3.0,3.0,3.0,2.25,2.88,1.75,3.0,2.25,2.25,3.0,2.0,3.0,1.75,2.0,2.0,2.12,2.25,2.0,2.88,2.0,1.0,2.88,1.12,2.5,2.75,2.0,2.0,1.75,3.0,2.12
51-3021.00,51-3021,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments.",40140.0,136430.0,0.104602510460251,0.6878251821019771,0.396213846281114,6.26,1.41,1.78,1.89,2.78,3.92,2.0,1.9662000000000004,0.0,2.5,3.12,3.0,2.38,3.0,1.25,3.0,2.25,2.88,2.88,2.62,2.88,2.12,2.25,2.62,2.75,2.38,1.75,2.5,2.75,1.12,2.62,1.62,3.0,3.0,2.38,2.38,1.38,3.0,2.0
51-3022.00,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","Use hands or hand tools to perform routine cutting and trimming of meat, poultry, and seafood.",38300.0,145700.0,0.0815899581589958,0.7034339229968782,0.392511940577937,7.0,1.77,1.0,1.37,1.42,3.92,2.0,1.4926,1.3,2.38,3.12,3.0,2.25,2.38,1.0,3.0,2.12,2.38,2.88,2.62,3.0,1.75,1.88,2.62,2.25,2.25,1.12,2.5,2.25,1.0,2.12,1.75,2.75,2.88,1.62,1.62,1.25,2.88,2.25
51-3023.00,51-3023,Slaughterers and Meat Packers,"Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.",40130.0,69950.0,0.1035564853556485,0.562955254942768,0.3332558701492082,6.62,2.24,1.31,1.67,2.12,3.53,2.0,1.9251,0.0,2.0,2.62,2.38,1.75,1.88,1.0,2.75,1.75,1.88,2.0,1.88,2.0,1.5,1.62,1.88,1.75,2.12,1.12,2.25,1.88,1.0,2.12,1.38,2.0,2.38,1.88,1.88,1.0,2.0,2.12
51-3091.00,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment.",44810.0,20370.0,0.1673640167364016,0.2986472424557752,0.2330056295960884,6.86,1.6,1.11,1.26,1.83,4.16,2.0,2.045,0.0,2.5,3.12,3.12,1.5,3.12,1.75,3.0,2.88,3.0,3.0,2.62,3.0,1.25,1.38,2.12,2.25,3.12,1.88,3.62,2.5,1.25,3.12,2.12,2.62,3.0,2.25,2.0,1.5,2.88,2.25
51-3092.00,51-3092,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.,42290.0,174520.0,0.131276150627615,0.7481789802289281,0.4397275654282716,6.09,2.11,1.91,1.5,2.62,4.65,2.0,2.6108610861086112,0.0,2.75,3.0,3.12,2.75,3.12,2.0,3.0,2.88,2.88,3.0,2.12,2.88,1.25,1.5,2.12,2.0,3.0,1.88,3.25,2.0,1.12,2.75,1.5,2.12,2.75,2.0,2.0,1.5,2.75,2.12
51-3093.00,51-3093,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products.",41590.0,31250.0,0.1192468619246862,0.3922996878251821,0.2557732748749342,6.82,1.98,1.15,1.34,1.68,4.67,2.0,2.1399,0.0,2.62,3.0,3.0,2.0,3.12,1.88,2.62,2.75,2.88,2.88,2.0,2.75,1.62,1.88,2.0,1.88,3.12,1.62,3.5,2.0,1.25,2.75,1.38,2.0,2.62,2.0,2.12,1.38,2.62,1.88
51-3099.00,51-3099,"Food Processing Workers, All Other",All food processing workers not listed separately.,39680.0,65000.0,0.0993723849372384,0.5452653485952134,0.3223188667662259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-4021.00,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.",47720.0,60840.0,0.2332635983263598,0.5338189386056191,0.3835412684659894,6.7,2.23,1.43,1.08,1.0,4.31,2.0,2.1163,0.45,2.62,2.88,3.12,2.5,2.88,1.88,3.0,2.62,3.0,3.0,2.25,3.12,1.75,1.75,2.25,1.75,3.38,1.75,3.5,2.38,1.5,3.12,2.75,2.25,2.75,2.38,2.38,1.88,2.88,3.0
51-4022.00,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.",49030.0,8930.0,0.2688284518828452,0.1363163371488033,0.2025723945158242,6.74,2.62,1.03,1.0,1.19,4.39,2.0,1.823,0.0,2.38,3.12,2.88,2.12,3.12,1.38,2.88,2.75,2.62,2.75,2.25,2.75,1.38,1.5,2.38,2.25,3.12,1.88,3.25,2.38,1.25,2.88,2.5,2.12,2.88,2.0,2.0,1.88,3.0,2.88
51-4023.00,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.",50140.0,25250.0,0.2939330543933054,0.3517169614984391,0.3228250079458722,6.76,1.67,1.01,1.01,1.0,3.96,2.0,2.1051,0.0,3.0,3.12,3.12,2.38,3.0,1.38,3.25,2.62,3.0,3.0,2.75,3.0,1.75,1.88,2.75,2.0,4.0,1.75,4.0,1.88,1.62,3.62,3.0,2.38,2.88,2.75,2.75,1.75,3.0,3.0
51-4031.00,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.",46330.0,171200.0,0.1982217573221757,0.7460978147762747,0.4721597860492252,6.86,2.22,1.06,1.0,1.0,4.3,2.0,2.3571,0.0,2.75,3.0,3.0,2.0,2.75,1.5,3.0,2.5,2.62,2.75,2.0,2.88,1.38,1.38,2.0,1.88,3.38,1.75,3.5,2.0,1.0,3.0,2.62,1.88,2.62,1.88,2.0,1.75,2.75,3.0
